final_title,combined_features
Bathing Beauty,Comedy Music musical girls' boarding school swimming pool romantic comedy
Go for It!,Drama Family dancing chicago woman director
"Dancer, Texas Pop. 81",Comedy Drama Family small town texas
Show Boat,Music Romance musical grandmother granddaughter relationship interracial relationship reconciliation riverboat showboat miscegenation paddlewheel boat
Redemption Road,Drama 
The Calling,Thriller series of murders
The Brave Little Toaster,Fantasy Adventure Animation Comedy Family Music growing up coming of age lost journey personification inanimate objects coming to life toaster
Fantasia,Animation Family Music orchestra classical music musical segments
8 Days,Thriller Drama christian film sex trafficking
Friday the 13th Part III,Horror Thriller lake summer camp murder serial killer slasher summer jason voorhees one by one friday the thirteenth
Friday the 13th: A New Beginning,Horror Thriller mask psychology serial killer hospital teenager series of murders
The Last Sin Eater,Drama christianity appalachia conversion independent film
Do You Believe?,Fantasy Drama christian
Impact Point,Thriller Romance 
The Valley of Decision,Drama 
Eden,Thriller Drama island airplane survival soccer crash team
Chicken Tikka Masala,Comedy Romance Foreign coming out arranged marriage gay relationship
There's Always Woodstock,Romance Comedy Music woman director
Jack Brooks: Monster Slayer,Action Comedy Horror camping vomit demon science
The Best Years of Our Lives,Drama History Romance usa post traumatic stress  disorder war veteran world war ii rehabilitation bodily disabled person
Bully,Crime Drama florida striptease homosexuality independent film best friend falling in love group of friends
Elling,Comedy Drama mentally disabled
Mi America,Drama Crime new york state hate crime
[REC],Horror Mystery terror obsession camcorder firemen religion and supernatural reality tv bite cinematographer attempt to escape lodger live-reportage found footage
Lies in Plain Sight,Drama Mystery Thriller suicide family secrets blind woman director
Sharkskin, 
Containment,Thriller Horror Science Fiction 
The Timber,Adventure Drama Western 
From Russia with Love,Action Thriller Adventure venice london england terror england assassination spy assassin istanbul russia secret mission secret organization secret intelligence service kgb orient express zagreb gondola phantom villain duringcreditsstinger
The Toxic Avenger Part II,Comedy Horror Action japan new jersey sequel superhero gore spoof cult film
Sleeper,Comedy Romance Science Fiction sex revolution future dystopia government control satire independent film robot tyranny cyrogenics anarchic comedy
It Follows,Horror Thriller chase supernatural friends vision school young adult followed
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Comedy transsexuality perversity sperm orgasm sodomy sexology homosexuality aphrodisiac anarchic comedy
To Kill a Mockingbird,Crime Drama black people based on novel brother sister relationship becoming an adult isolation arbitrary law socially deprived family tree house wrong accusal farm worker intolerance exclusion court case defence right and justice court child
Mad Max 2: The Road Warrior,Adventure Action Thriller Science Fiction explosive boomerang pilot chase post-apocalyptic dystopia deal survivor feral child australia community ex-cop truck sequel independent film oil wasteland gang rape violence dog desolate oil refinery disfigurement mask music box oil tanker wanderer ozploitation motorcycle gangs
The Legend of Drunken Master,Action Comedy father son relationship martial arts showdown fistfight friendship duel
Boys Don't Cry,Crime Drama rape sex identity small town love friends murder romance true transgender anger woman director nebraska small town murder transphobia gender identity
Silent House,Horror Mystery supernatural remake suspense beer bottle real time candelabra reference to facebook padlock woman director
The Lives of Others,Drama Thriller germany berlin suicide berlin wall corruption german democratic republic stasi blackmail cold war soviet union nudity propaganda freedom of speech house search artists' life spying arts government interrogation surveillance minister for education heartbreak east germany communism mfs
Courageous,Drama father faith
The Hustler,Drama suicide gambling manager alcohol based on novel bar billard hustler sport party pool money game drunk player
Boom Town,Adventure Drama Romance partnership oil oil tycoon wildcatter oil field
The Triplets of Belleville,Adventure Animation Comedy Drama france kidnapping boy biker tour de france mafia dog triplet band singer silent film old woman
Smoke Signals,Drama Comedy 
American Splendor,Comedy Drama biography independent film v.a. hospital junk sale jellybean greeting card file clerk garage sale comic book art neurotic woman director
Before Sunset,Drama Romance paris journalist dialogue talking soulmates walking bookshop love of one's life author
Amores perros,Drama Thriller homeless person mexico city daughter secret love dogfight money dog nonlinear timeline multiple storylines new mexican cinema
Thirteen,Crime Drama cheating dysfunctional family teen angst underage drinking domestic violence makeover drug overdose teacher student relationship street life movie theater razor blade tattoo shop peer pressure shoe store overachiever reference to jack black flunking out of school promiscuous mother glue sniffing woman director
Gentleman's Agreement,Drama Romance anti semitism soldier
Winter's Bone,Drama father court bail drug trade girl aftercreditsstinger duringcreditsstinger woman director
Touching the Void,Documentary Action Adventure wound mountaineer peru sport glacier climbing rescue snow cordillera huayhuash
Alexander's Ragtime Band,Drama Music Romance dance ragtime concert tour
Me and You and Everyone We Know,Comedy Drama brother brother relationship playground independent film sex talk art gallery separation self mutilation shoe salesman chat session female artist meeting on the internet hope chest woman director
Inside Job,Documentary corruption capitalism globalization bank banker fraud wall street finances global economy banking crisis money economics financial crisis stock market corporation
We Are Your Friends,Drama Music Romance dj
Ghost Dog: The Way of the Samurai,Crime Drama deportation hitman mission of murder book code telescope beating mafia park pigeon hagakure ice cream haitian cd player rouge arm sling racial slur
Harsh Times,Crime Drama Thriller Action watching a movie playing pool vinegar
Captive,Crime Drama Thriller hostage based on true story murder independent film single mother drug drug addict recovering drug addict auto theft based on true events
Full Frontal,Comedy Drama Romance independent film
Witchboard,Horror ax possession psychic power ouija ouija board evil spirit
Shortbus,Romance Drama Comedy gay new york free love swinger club transsexuality sex heterosexual suicide attempt eroticism group sex orgasm sex therapy video dominatrix homosexuality unsimulated sex
Waltz with Bashir,Drama Animation War israel palestine middle east lebanon nightmare middle east conflict
"The Book of Mormon Movie, Volume 1: The Journey", 
No End in Sight,Documentary white house occupying power independent film incompetence irak superpower warfare
The Diary of a Teenage Girl,Drama Romance 1970s teenage girl older man younger woman relationship based on graphic novel teenage sexuality woman director
In the Shadow of the Moon,Documentary nasa space mission rocket moon landing space astronaut apollo s
Meek's Cutoff,Drama Western gold oregon thirst tree settler family relationships native american salt lake city pioneer woman director
